event-id,visible,timestamp,location-long,location-lat,gps:hdop,gps:maximum-signal-strength,gps:satellite-count,ground-speed,height-above-msl,manually-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
3521507953,true,2017-08-08 20:20:15.000,-7.07778,41.31361,1.08,,6,11.305555555555555,394.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507954,true,2017-08-08 20:20:35.000,-7.075366,41.313511,1.08,,6,5.138888888888888,386.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507955,true,2017-08-08 20:21:05.000,-7.073246,41.312453,1.08,,6,6.166666666666666,390.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507956,true,2017-08-08 20:21:35.000,-7.068773,41.311438,1.08,,6,11.305555555555555,368.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507957,true,2017-08-08 20:22:02.000,-7.065608,41.31082,2.02,,5,2.055555555555556,330.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507958,true,2017-08-08 20:22:34.000,-7.064745,41.309916,1.08,,6,13.36111111111111,348.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507959,true,2017-08-08 20:23:03.000,-7.063367,41.308228,2.02,,5,7.194444444444444,408.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507960,true,2017-08-08 20:23:34.000,-7.061394,41.306846,1.08,,6,12.333333333333332,438.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507961,true,2017-08-08 20:24:04.000,-7.061454,41.305557,1.08,,6,4.111111111111112,442.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507962,true,2017-08-08 20:24:34.000,-7.06145,41.304774,1.08,,6,5.138888888888888,482.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507963,true,2017-08-08 20:25:02.000,-7.062156,41.303331,2.0,,5,19.527777777777775,522.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
3521507964,true,2017-08-08 20:25:32.000,-7.062545,41.300383,2.0,,5,9.249999999999998,468.0,,"gps","Tadarida teniotis","11","Bat8_3D6001852B9A7","3D flights of European free-tailed bats"
